Player_ID,Reaction_Time,Accuracy,Headshot_Ratio,Fire_Rate,Movement_Speed,Aim_Smoothness,KDR,Label,activity_intensity,gameplay_pattern
N834,0.69924,0.28064,0.2756,0.09431,0.57541,0.67375,0.09421,0,0.10438,0.21682
C188,0.0135,0.90265,0.86055,0.92033,0.64475,0.9454,0.65991,1,0.91341,0.88133
N905,0.64149,0.22119,0.01367,0.07614,0.54905,0.46297,0.2085,0,0.08154,0.05497
N526,0.64798,0.03982,0.25118,0.08013,0.56708,0.51891,0.19373,0,0.08776,0.0797
N814,0.63486,0.35807,0.06107,0.17308,0.50581,0.53876,0.07763,0,0.17258,0.14661
N732,0.77811,0.54168,0.12914,0.22207,0.28433,0.29666,0.13339,0,0.1971,0.28319
C032,0.06892,0.93627,0.85833,0.61891,0.81788,0.96178,0.77375,1,0.63726,0.90383
C141,0.07634,0.93667,0.83452,0.95416,0.82343,0.88749,0.76605,1,0.96105,0.89134
N441,0.72358,0.5604,0.32373,0.22578,0.38231,0.46207,0.14029,0,0.21163,0.39426
N532,0.76678,0.38366,0.48692,0.10951,0.56428,0.70583,0.1687,0,0.11856,0.38514
N960,0.59693,0.37901,0.17461,0.18465,0.34973,0.41793,0.08702,0,0.16835,0.21706
N229,0.49615,0.40113,0.31794,0.12583,0.55463,0.35077,0.18832,0,0.12853,0.30806
C041,0.05524,0.99075,0.84479,0.727,0.77437,0.90891,0.86862,1,0.73727,0.93074
N213,0.68929,0.48811,0.05682,0.13857,0.42712,0.84905,0.09056,0,0.13662,0.2149
N080,0.75376,0.57466,0.18383,0.17837,0.59671,0.46385,0.16649,0,0.18464,0.33083
N149,0.88999,0.52307,0.23945,0.14138,0.56326,0.31811,0.21772,0,0.14388,0.3344
N592,0.7557,0.51237,0.23017,0.15532,0.3077,0.37221,0.09787,0,0.13564,0.31798
N708,0.52085,0.3982,0.26557,0.11396,0.59438,0.57086,0.10867,0,0.12362,0.27548
N590,0.70374,0.49886,0.18811,0.10848,0.43687,0.41357,0.10388,0,0.10227,0.28925
N134,0.61254,0.25408,0.04746,0.19712,0.41457,0.5215,0.19816,0,0.18756,0.08962
N782,0.4959,0.3144,0.25931,0.12355,0.53059,0.45634,0.23278,0,0.12568,0.23332
N409,0.66961,0.61994,0.19583,0.25215,0.39709,0.49427,0.07845,0,0.23889,0.35703
N970,0.70306,0.39729,0.21358,0.19428,0.60602,0.40792,0.19962,0,0.20007,0.25256
N508,0.85254,0.22668,0.23454,0.18143,0.29435,0.33715,0.10522,0,0.15923,0.16713
N877,0.58186,0.37268,0.33187,0.14333,0.58013,0.47867,0.15455,0,0.1495,0.29833
N505,0.63536,0.532,0.27194,0.1501,0.58164,0.61028,0.14996,0,0.15801,0.35268
N719,0.67716,0.47399,0.19585,0.13073,0.68802,0.61788,0.3174,0,0.14874,0.29037
N348,0.58803,0.49659,0.22416,0.07468,0.539,0.41029,0.2667,0,0.0785,0.31466
N387,0.72875,0.34706,0.21301,0.13498,0.37989,0.49427,0.12519,0,0.12402,0.22163
N001,0.75521,0.52846,0.24714,0.13276,0.43377,0.52502,0.14174,0,0.12704,0.33755
N361,0.65622,0.37563,0.40812,0.06945,0.56062,0.46132,0.23333,0,0.07605,0.34323
C134,0.08389,0.93239,0.86084,0.56147,0.7214,0.93311,0.72054,1,0.5728,0.90043
N476,0.85614,0.49423,0.18886,0.17936,0.49595,0.22709,0.15612,0,0.17342,0.28971
N778,0.84614,0.49186,0.40081,0.14214,0.51032,0.55049,0.1533,0,0.1432,0.39796
N754,0.84657,0.42472,0.19865,0.13745,0.51409,0.3902,0.16492,0,0.13676,0.25787
N173,0.74731,0.23472,0.15069,0.19286,0.63985,0.5728,0.08177,0,0.20398,0.12691
N451,0.58854,0.46817,0.28094,0.18759,0.16566,0.67671,0.18736,0,0.15863,0.32488
N126,0.74273,0.42422,0.14346,0.16055,0.45293,0.24465,0.10837,0,0.15169,0.22628
N931,0.74418,0.41249,0.13341,0.06396,0.4404,0.50293,0.04479,0,0.06076,0.21165
N531,0.55833,0.66798,0.20058,0.14938,0.58429,0.34445,0.07158,0,0.15383,0.38497
N091,0.42028,0.20077,0.13251,0.09504,0.3022,0.51316,0.1112,0,0.07881,0.10072
C162,0.07279,0.94492,0.84425,0.87656,0.5,0.96178,0.9174,1,0.85857,0.90824
N182,0.79882,0.38655,0.36704,0.06398,0.63614,0.34908,0.18543,0,0.07584,0.32549
C027,0.07452,1.0,0.80811,0.6778,0.6986,0.94844,0.64425,1,0.68356,0.90573
N1000,0.6729,0.23156,0.30186,0.19206,0.49866,0.82953,0.0828,0,0.19438,0.20348
N252,0.61987,0.48517,0.26575,0.1227,0.41156,0.29916,0.25455,0,0.11219,0.32946
N070,0.69319,0.6698,0.18048,0.17498,0.68604,0.54439,0.09445,0,0.19035,0.37666
N132,0.62631,0.42251,0.20697,0.11957,0.3106,0.55264,0.23659,0,0.10384,0.2645
N301,0.64508,0.67848,0.18909,0.19221,0.36699,0.55883,0.08368,0,0.17916,0.38525
C133,0.07816,0.94335,0.76908,0.7877,0.73771,0.96178,0.67419,1,0.79351,0.85657
N327,0.58301,0.19914,0.17402,0.13244,0.77523,0.62625,0.12932,0,0.15818,0.1222
C020,0.10126,0.93333,0.83389,0.77693,0.80129,0.90189,0.53133,1,0.78784,0.87771
N500,0.69527,0.39013,0.18019,0.20669,0.73318,0.31443,0.14536,0,0.22195,0.22878
N666,0.63685,0.4052,0.2186,0.1831,0.53404,0.52015,0.20451,0,0.18449,0.25965
N919,0.62548,0.2248,0.20608,0.0,0.4434,0.56434,0.09733,0,0.0,0.151
N496,0.71849,0.33866,0.07656,0.16465,0.68471,0.39301,0.1292,0,0.17812,0.14672
N339,0.58607,0.61258,0.18019,0.15284,0.49162,0.77017,0.12987,0,0.15499,0.34751
N964,0.68011,0.60582,0.14804,0.19579,0.43794,0.45863,0.14919,0,0.18746,0.3282
N165,0.86089,0.40532,0.1832,0.05609,0.77748,0.58785,0.08666,0,0.08398,0.23562
N029,0.57663,0.42151,0.1162,0.09508,0.44284,0.44291,0.21494,0,0.09023,0.21594
N517,0.68759,0.3716,0.29412,0.16888,0.48586,0.43375,0.11751,0,0.16529,0.2764
N194,0.52458,0.47275,0.30401,0.1707,0.4127,0.25771,0.17059,0,0.15815,0.33846
C104,0.05817,0.96171,0.79246,0.81406,0.79073,0.92387,0.50007,1,0.82314,0.86998
N170,0.71438,0.21387,0.23176,0.11679,0.34918,0.51199,0.14641,0,0.10396,0.16083
C059,0.11241,0.88725,0.82926,0.6498,0.86113,0.94907,0.6208,1,0.67078,0.85495
N174,0.66781,0.50724,0.14266,0.1511,0.21298,0.6744,0.23205,0,0.12746,0.27652
N519,0.6185,0.29184,0.28305,0.12647,0.56038,0.21619,0.12123,0,0.12777,0.22801
N969,0.76002,0.3984,0.1124,0.11157,0.62215,0.64035,0.28096,0,0.12472,0.2048
N702,0.65351,0.50227,0.3071,0.09568,0.48674,0.28851,0.24375,0,0.09252,0.3595
N492,0.68044,0.15742,0.05805,0.13156,0.28214,0.5731,0.14237,0,0.11322,0.04044
N074,0.57308,0.45616,0.09084,0.10676,0.40628,0.63023,0.15796,0,0.10094,0.21864
N981,0.70054,0.60669,0.1238,0.15247,0.63282,0.38532,0.18859,0,0.16166,0.31805
N588,0.67054,0.57601,0.19318,0.12684,0.6592,0.52401,0.21148,0,0.14113,0.3386
N235,0.59053,0.51678,0.15197,0.01143,0.49901,0.47334,0.10466,0,0.01467,0.28021
N215,0.68829,0.34535,0.22616,0.12919,0.1552,0.55321,0.26025,0,0.09948,0.23414
N947,0.7726,0.26265,0.05159,0.13846,0.55519,0.60056,0.18783,0,0.14429,0.09585
N133,0.73219,0.29579,0.19224,0.13099,0.53477,0.27117,0.20877,0,0.13066,0.18745
C156,0.08508,0.94242,0.82471,0.76302,0.90148,0.93583,0.87093,1,0.78367,0.89451
N733,0.87225,0.32949,0.23744,0.13299,0.50098,0.44664,0.12407,0,0.13208,0.22478
N941,0.6907,0.18035,0.25199,0.10954,0.41805,0.6354,0.09817,0,0.10474,0.15092
N186,0.478,0.5986,0.17835,0.1236,0.58859,0.42742,0.10418,0,0.13043,0.33779
N042,0.60437,0.41655,0.09613,0.13128,0.5011,0.62252,0.0739,0,0.13289,0.19598
N109,0.52819,0.55582,0.05114,0.14048,0.64364,0.63044,0.24111,0,0.15444,0.25572
N849,0.78615,0.36453,0.27496,0.18318,0.38584,0.1991,0.13628,0,0.16704,0.26361
N569,0.55742,0.66265,0.17467,0.1022,0.65643,0.41107,0.12029,0,0.11547,0.37109
N651,0.48091,0.20796,0.29904,0.11473,0.51018,0.27217,0.17018,0,0.11278,0.19362
C001,0.12516,0.90633,0.81875,0.71695,0.82203,0.92503,0.62526,1,0.73196,0.85998
C166,0.10807,0.87087,0.91316,0.96752,0.65849,0.96178,0.63341,1,0.9605,0.89018
N484,0.70223,0.37973,0.07873,0.15153,0.46979,0.58245,0.16763,0,0.14918,0.17179
N469,0.54129,0.48114,0.29769,0.15957,0.69348,0.75414,0.10381,0,0.17903,0.33642
N025,0.69432,0.19357,0.09562,0.17025,0.62707,0.38554,0.18839,0,0.17836,0.08155
N661,0.78853,0.63037,0.13457,0.11865,0.3746,0.71136,0.25151,0,0.1108,0.33944
N680,0.47532,0.40525,0.32901,0.06124,0.67766,0.45566,0.06225,0,0.07833,0.30982
N753,0.53285,0.41462,0.15351,0.1767,0.66181,0.55259,0.27368,0,0.18999,0.23443
N994,0.55828,0.25931,0.22075,0.17712,0.47938,0.3,0.15574,0,0.17082,0.18
N367,0.7274,0.30802,0.23667,0.16694,0.41076,0.50023,0.23605,0,0.15774,0.21834
N840,0.65745,0.49563,0.26324,0.04925,0.56207,0.63933,0.16449,0,0.05913,0.32936
C053,0.11391,0.94598,0.8553,0.76737,0.76743,0.87316,0.77777,1,0.77521,0.90767
N384,0.72447,0.39671,0.17189,0.10052,0.50165,0.69736,0.11666,0,0.10423,0.22661
N455,0.6042,0.45337,0.12989,0.17925,0.35424,0.7049,0.14309,0,0.16754,0.23661
N265,0.75486,0.49311,0.24721,0.16148,0.4099,0.29188,0.07455,0,0.14947,0.3153
N761,0.7466,0.11275,0.18354,0.07202,0.68109,0.58641,0.06919,0,0.09089,0.07777
N980,0.64342,0.29586,0.12606,0.15545,0.3358,0.55532,0.17145,0,0.1408,0.15141
N445,0.64662,0.35185,0.21198,0.07759,0.65468,0.1748,0.12718,0,0.08819,0.22377
N396,0.66014,0.44781,0.06706,0.16307,0.36367,0.3958,0.12668,0,0.14839,0.20032
N742,0.86709,0.74233,0.26284,0.15312,0.53025,0.48444,0.14166,0,0.15466,0.46055
N177,0.78221,0.46177,0.2551,0.12893,0.53877,0.45246,0.23677,0,0.13156,0.3105
N019,0.53708,0.45707,0.19595,0.14873,0.74213,0.56739,0.11624,0,0.17021,0.27146
N949,0.46473,0.48219,0.10562,0.13447,0.54758,0.56142,0.14307,0,0.13922,0.23954
N815,0.56124,0.30422,0.11111,0.08374,0.40647,0.58947,0.11867,0,0.07811,0.14558
N596,0.66388,0.57251,0.22711,0.15388,0.61239,0.68594,0.14986,0,0.16544,0.35124
N062,0.62765,0.49548,0.13072,0.05988,0.3867,0.69859,0.16626,0,0.05482,0.2608
N273,0.63366,0.46078,0.11195,0.15447,0.34275,0.90497,0.10675,0,0.14536,0.22953
C126,0.06202,0.88389,0.83221,0.63303,0.8015,0.91851,0.74653,1,0.64887,0.86084
N279,0.81642,0.55562,0.14289,0.14957,0.33564,0.33868,0.13822,0,0.13207,0.29803
N842,0.63696,0.45036,0.16411,0.19691,0.59909,0.75879,0.09633,0,0.20692,0.25041
N369,0.74482,0.28569,0.19238,0.04895,0.52713,0.31905,0.21668,0,0.05129,0.18248
N887,0.67486,0.36198,0.21632,0.15992,0.46534,0.39747,0.1104,0,0.15431,0.23063
C015,0.05012,1.0,0.86522,0.7892,0.73997,0.86692,0.9368,1,0.79383,0.94962
N860,0.77873,0.39151,0.20426,0.15802,0.55164,0.4948,0.19615,0,0.16142,0.24447
N721,0.7764,0.58207,0.29631,0.06525,0.60232,0.13618,0.23592,0,0.07111,0.3964
N826,0.64706,0.35435,0.25316,0.11575,0.51707,0.45984,0.08901,0,0.117,0.24455
N548,0.86217,0.2106,0.17539,0.15534,0.3804,0.58451,0.2293,0,0.14502,0.13397
N880,0.69861,0.59839,0.25307,0.1053,0.67009,0.72525,0.15857,0,0.12406,0.379
N900,0.31743,0.74233,0.22437,0.14367,0.48578,0.31309,0.14928,0,0.1392,0.44102
N457,0.72394,0.23465,0.15113,0.1488,0.44296,0.62095,0.14722,0,0.14471,0.13031
N394,0.80084,0.46427,0.01741,0.07096,0.55458,0.10003,0.16782,0,0.07193,0.18549
N676,0.70255,0.40332,0.09357,0.10449,0.66471,0.42965,0.21915,0,0.11867,0.19467
N912,0.90399,0.31349,0.1496,0.13064,0.59885,0.43741,0.14598,0,0.13828,0.17181
N965,0.71437,0.16178,0.09822,0.19018,0.34159,0.60254,0.16272,0,0.17557,0.06456
N376,0.81994,0.32584,0.18744,0.10052,0.50922,0.74431,0.19689,0,0.10556,0.20052
N413,0.66915,0.44637,0.19817,0.17689,0.57748,0.59907,0.09236,0,0.18341,0.26569
N075,0.85579,0.08191,0.11022,0.11862,0.60126,0.60993,0.1201,0,0.12929,0.02577
C122,0.09656,0.90273,0.9092,0.63828,0.58099,0.92195,0.76845,1,0.63461,0.91187
N863,0.49825,0.26873,0.2617,0.11068,0.32447,0.34591,0.1343,0,0.09356,0.2052
N501,0.59686,0.49046,0.25699,0.31076,0.49286,0.64994,0.21116,0,0.3062,0.32564
N942,0.73531,0.34045,0.15915,0.08334,0.60777,0.20507,0.21893,0,0.09005,0.19481
N617,0.53848,0.46393,0.20689,0.10223,0.56589,0.36794,0.14032,0,0.10693,0.28199
N115,0.50214,0.52092,0.29076,0.14724,0.48381,0.55795,0.17244,0,0.14591,0.35757
N418,0.69982,0.33113,0.26441,0.08528,0.44659,0.4097,0.04389,0,0.08062,0.23568
N602,0.61164,0.22214,0.39168,0.17024,0.21868,0.42533,0.14588,0,0.14299,0.24798
N605,0.6729,0.32918,0.1007,0.1595,0.61144,0.28105,0.16795,0,0.16512,0.15602
N090,0.698,0.43811,0.12762,0.19397,0.42281,0.40667,0.1949,0,0.18364,0.22978
C149,0.10368,0.96614,0.9457,0.76898,0.64073,0.92422,0.6775,1,0.76634,0.96035
N499,0.49446,0.23433,0.13215,0.14464,0.82269,0.5274,0.1172,0,0.17278,0.11885
N876,0.50314,0.44116,0.17603,0.1755,0.33503,0.57172,0.21693,0,0.16036,0.25755
N927,0.73937,0.5142,0.15793,0.11859,0.21631,0.51069,0.16696,0,0.09401,0.28497
N999,0.86071,0.51036,0.13564,0.01843,0.24129,0.71854,0.11965,0,0.00222,0.26906
N012,0.84124,0.325,0.28274,0.12267,0.76206,0.88813,0.14279,0,0.15123,0.24673
N397,0.6239,0.42742,0.26699,0.04494,0.5276,0.52046,0.12553,0,0.05027,0.29274
N755,0.61294,0.47321,0.19032,0.14096,0.79457,0.46472,0.12633,0,0.16587,0.27771
N556,0.69179,0.50738,0.28222,0.15617,0.19759,0.72535,0.13328,0,0.13172,0.34396
N043,0.76099,0.3994,0.1167,0.20939,0.34416,0.7136,0.27249,0,0.19593,0.20715
N168,0.61382,0.38117,0.12303,0.14358,0.34172,0.44983,0.1515,0,0.12836,0.19469
N417,0.63019,0.37579,0.07714,0.08519,0.32153,0.32744,0.17643,0,0.06839,0.16929
N577,0.72957,0.49926,0.17356,0.19625,0.54963,0.59018,0.16053,0,0.19957,0.28472
N268,0.52838,0.46142,0.18153,0.14244,0.34989,0.42885,0.10587,0,0.12769,0.26583
N808,0.59756,0.64822,0.04018,0.15942,0.46604,0.6106,0.25679,0,0.15687,0.30045
N427,0.9434,0.54984,0.24672,0.21135,0.64399,0.39691,0.07581,0,0.21977,0.34558
N691,0.65015,0.38576,0.16434,0.11776,0.56996,0.37193,0.11813,0,0.12236,0.21689
N545,0.62025,0.41479,0.44893,0.16066,0.38049,0.45921,0.17023,0,0.14842,0.38228
C123,0.07675,0.97184,0.76971,0.83586,0.68824,0.96178,0.75806,1,0.83575,0.87631
N675,0.68574,0.49998,0.09974,0.21176,0.69484,0.47791,0.21478,0,0.22577,0.24957
N690,0.75157,0.37134,0.27864,0.13829,0.51754,0.60394,0.09031,0,0.14086,0.26692
C055,0.11643,0.93264,0.85356,0.95432,0.70105,0.9434,0.74204,1,0.95122,0.89785
C177,0.07379,0.8389,0.84757,0.67266,0.69695,0.95827,0.77909,1,0.67858,0.84622
C033,0.06181,0.90624,0.7954,0.90872,0.75785,0.95474,0.71872,1,0.91226,0.85243
C035,0.02902,0.84756,0.83205,0.69888,0.75971,0.96178,0.79947,1,0.70951,0.84384
N258,0.52889,0.51449,0.19708,0.19966,0.22155,0.44525,0.05398,0,0.17199,0.29984
N336,0.85222,0.57297,0.39954,0.13037,0.30751,0.40372,0.11116,0,0.11193,0.4388
N016,0.8666,0.55644,0.28602,0.08366,0.31725,0.46413,0.17833,0,0.06843,0.37448
N902,0.69338,0.43567,0.26387,0.18015,0.57883,0.52717,0.1831,0,0.18567,0.29838
N325,0.71078,0.30013,0.19657,0.14714,0.60221,0.06982,0.13933,0,0.1494,0.18861
N608,0.48771,0.40353,0.27895,0.09925,0.13246,0.55581,0.18778,0,0.06855,0.28916
C054,0.09354,0.92432,0.85223,0.79356,0.61896,0.94492,0.69753,1,0.7885,0.89051
N791,0.72994,0.56655,0.28756,0.14894,0.54914,0.64562,0.1435,0,0.15453,0.379
N223,0.66492,0.35273,0.12602,0.15806,0.1767,0.59301,0.2397,0,0.12986,0.18529
N180,0.80745,0.39366,0.32015,0.10978,0.49774,0.47985,0.05857,0,0.1098,0.29883
N100,0.53738,0.59576,0.21959,0.15912,0.5631,0.66835,0.18778,0,0.16593,0.3617
N522,0.50309,0.59449,0.25462,0.14164,0.3374,0.55585,0.10637,0,0.12759,0.37515
N023,0.27054,0.55007,0.07392,0.17837,0.74644,0.45404,0.21241,0,0.19767,0.263
N357,0.81066,0.28971,0.18027,0.13524,0.58929,0.75122,0.1716,0,0.14629,0.17617
N734,0.74823,0.59303,0.0,0.11855,0.46204,0.54357,0.10122,0,0.11604,0.24238
C094,0.08878,0.94232,0.83437,0.72166,0.83018,0.89093,0.58512,1,0.73676,0.88543
C112,0.10723,0.90018,0.89211,0.75369,0.77605,0.96178,0.67533,1,0.76398,0.89709
N612,0.72235,0.30303,0.10115,0.16503,0.62707,0.61218,0.1302,0,0.17648,0.14035
C010,0.07479,0.898,0.88769,0.74208,0.75997,0.91319,0.67834,1,0.75065,0.89378
N341,0.65954,0.36954,0.2703,0.21985,0.26983,0.58569,0.06108,0,0.19773,0.2602
N432,0.76541,0.32613,0.17626,0.21222,0.49257,0.64347,0.17644,0,0.21075,0.19389
N962,0.41759,0.54566,0.11547,0.09884,0.46469,0.40439,0.22187,0,0.09526,0.2826
N218,0.57882,0.50504,0.26962,0.03943,0.43308,0.50328,0.21564,0,0.03638,0.34022
N204,0.37253,0.71316,0.17218,0.0654,0.40642,0.51864,0.20302,0,0.05938,0.40099
N906,0.47774,0.50295,0.05982,0.18648,0.45647,0.2917,0.24147,0,0.17774,0.23182
N923,0.84686,0.46604,0.22414,0.10559,0.5719,0.60029,0.15907,0,0.11395,0.29297
N094,0.79586,0.57768,0.25748,0.17148,0.57192,0.59479,0.12441,0,0.17762,0.36848
N911,0.60441,0.56354,0.03108,0.0949,0.45188,0.14301,0.20873,0,0.08666,0.24789
N069,0.69041,0.34407,0.20771,0.12544,0.20973,0.48852,0.17369,0,0.09974,0.21967
N895,0.71246,0.40271,0.14316,0.09215,0.48354,0.60583,0.16615,0,0.09326,0.2174
N285,0.5819,0.49185,0.15431,0.1597,0.46957,0.25382,0.1853,0,0.15246,0.27199
N697,0.76915,0.33802,0.14854,0.0869,0.17141,0.24546,0.21366,0,0.05569,0.18776
N086,0.73345,0.37502,0.26864,0.15528,0.34211,0.72021,0.16623,0,0.1435,0.26745
N435,0.6593,0.49732,0.24841,0.1312,0.43465,0.43373,0.30672,0,0.12434,0.32957
N797,0.56302,0.59795,0.12058,0.1874,0.20457,0.24564,0.14925,0,0.15583,0.30976
N154,0.72506,0.49987,0.16111,0.16083,0.47698,0.32342,0.1609,0,0.15518,0.27862
N076,0.59528,0.30999,0.18529,0.13627,0.73561,0.44521,0.10526,0,0.15587,0.1864
C043,0.02448,0.89104,0.82887,0.856,0.88265,0.90274,0.81265,1,0.87151,0.8662
N581,0.51258,0.4369,0.25709,0.09614,0.28137,0.3144,0.25135,0,0.07526,0.29889
N447,0.65897,0.39928,0.26078,0.13423,0.54275,0.32523,0.29363,0,0.13525,0.28266
N704,0.59931,0.40713,0.20866,0.17707,0.3722,0.55914,0.1162,0,0.16497,0.25121
N189,0.59856,0.33713,0.35495,0.14866,0.67144,0.49209,0.05849,0,0.16286,0.28646
N272,0.83279,0.29769,0.31506,0.15228,0.46653,0.32338,0.18671,0,0.14598,0.25093
N237,0.71002,0.28634,0.02574,0.13144,0.45396,0.51951,0.14716,0,0.12746,0.0932
N488,0.62099,0.37411,0.17116,0.16024,0.37606,0.48644,0.07317,0,0.14801,0.21196
C160,0.10964,0.95052,0.90845,0.71619,0.64954,0.90423,0.68431,1,0.71577,0.93302
N560,0.67683,0.35581,0.21385,0.13329,0.56221,0.58793,0.11466,0,0.13973,0.22625
N118,0.53309,0.50134,0.21232,0.19205,0.38418,0.48225,0.2228,0,0.17944,0.30894
N638,0.69325,0.36478,0.23211,0.20909,0.47602,0.39854,0.21854,0,0.20283,0.24561
C128,0.10792,0.99365,0.79437,0.77094,0.78941,0.96178,0.62292,1,0.78184,0.89416
N751,0.65389,0.44146,0.19437,0.15536,0.40583,0.26008,0.15926,0,0.14274,0.26437
N513,0.59878,0.44668,0.11994,0.12223,0.44599,0.39953,0.08792,0,0.11617,0.22517
N634,0.78745,0.50045,0.21243,0.13421,0.42054,0.56,0.15799,0,0.12777,0.30534
N786,0.74447,0.36568,0.31151,0.0964,0.3108,0.47401,0.06224,0,0.08033,0.27951
C007,0.08663,0.96712,0.84782,0.75746,0.71373,0.94339,0.74491,1,0.76188,0.91354
N853,0.55424,0.32256,0.19889,0.16031,0.63171,0.42826,0.18626,0,0.16975,0.20416
N127,0.54959,0.51154,0.22971,0.14791,0.77521,0.60765,0.27809,0,0.17289,0.32613
N117,0.64557,0.37988,0.11926,0.15369,0.76873,0.43166,0.16356,0,0.17544,0.19264
N474,0.67169,0.28708,0.34817,0.11171,0.17432,0.74225,0.27631,0,0.0869,0.26675
N741,0.76369,0.29675,0.29612,0.17883,0.64321,0.65587,0.08901,0,0.19187,0.23583
N993,0.71902,0.13051,0.04729,0.08268,0.43164,0.59271,0.17899,0,0.07935,0.02221
N058,0.68756,0.5214,0.41167,0.08144,0.29324,0.43198,0.19687,0,0.06373,0.42158
N604,0.67809,0.22821,0.20579,0.10233,0.61463,0.48679,0.18586,0,0.11297,0.15703
N787,0.64408,0.41786,0.11887,0.13134,0.49304,0.371,0.15378,0,0.12873,0.21236
N971,0.71736,0.15634,0.16605,0.11713,0.51547,0.47337,0.18173,0,0.11838,0.09767
N657,0.68093,0.35116,0.24839,0.15008,0.47019,0.39573,0.18115,0,0.14519,0.24489
N903,0.60506,0.57282,0.32577,0.10522,0.40312,0.48569,0.13304,0,0.09715,0.40163
N922,0.4355,0.38426,0.28787,0.12769,0.79866,0.15475,0.17551,0,0.14905,0.28281
N106,0.81447,0.42516,0.1534,0.15728,0.46728,0.29826,0.14723,0,0.15053,0.23383
N636,0.56125,0.58098,0.24168,0.18014,0.6004,0.50442,0.20684,0,0.18725,0.36613
N370,0.56706,0.18715,0.32247,0.17555,0.0,0.56721,0.19727,0,0.13087,0.1959
N269,0.74271,0.58842,0.20147,0.06392,0.61033,0.56993,0.09438,0,0.0766,0.34381
N656,0.44185,0.42341,0.26022,0.1397,0.80782,0.52909,0.19464,0,0.16671,0.29048
N047,0.44882,0.35272,0.26832,0.12671,0.53222,0.293,0.18863,0,0.12659,0.2564
N350,0.55003,0.36364,0.13601,0.09483,0.60845,0.55504,0.30039,0,0.10613,0.1993
N774,0.70667,0.52902,0.312,0.08489,0.66792,0.61794,0.0536,0,0.10262,0.36708
N196,0.61789,0.42205,0.26599,0.06186,0.78171,0.77716,0.12897,0,0.09258,0.28951
N103,0.69532,0.3254,0.20045,0.1512,0.56443,0.41187,0.15441,0,0.15479,0.20493
N005,0.68597,0.41851,0.29536,0.10131,0.73643,0.33595,0.23109,0,0.12058,0.30781
N620,0.62188,0.35449,0.10268,0.16212,0.33676,0.33069,0.15695,0,0.14419,0.1701
N991,0.77529,0.64183,0.19196,0.12834,0.45662,0.5687,0.07965,0,0.12538,0.36685
N053,0.63294,0.36564,0.25135,0.17816,0.65869,0.66487,0.15001,0,0.1927,0.25267
N264,0.6249,0.36656,0.27964,0.14217,0.41171,0.16576,0.22962,0,0.12917,0.2717
C093,0.06531,0.87002,0.83427,0.65437,0.66684,0.92972,0.72853,1,0.65784,0.85357
N444,0.72255,0.40181,0.15815,0.15013,0.60399,0.2868,0.15575,0,0.15548,0.22416
N972,0.76338,0.32436,0.29361,0.12725,0.64714,0.57096,0.04723,0,0.14112,0.24732
N783,0.68135,0.64841,0.13394,0.21651,0.37352,0.8971,0.16667,0,0.20797,0.34464
N847,0.54907,0.65848,0.25616,0.1064,0.59139,0.43448,0.22544,0,0.11414,0.41616
N692,0.52243,0.37738,0.08796,0.17668,0.41943,0.28454,0.10482,0,0.16491,0.17222
N305,0.56601,0.57134,0.11535,0.06924,0.42089,0.50677,0.16722,0,0.0642,0.29364
N342,0.67577,0.40855,0.08085,0.14327,0.27258,0.25137,0.17306,0,0.1192,0.18864
N867,0.71175,0.40205,0.36923,0.20949,0.56194,0.49628,0.17582,0,0.21214,0.33448
N314,0.61198,0.43887,0.25191,0.14324,0.2947,0.58767,0.02873,0,0.12582,0.28634
N150,0.57766,0.44156,0.13045,0.1476,0.36047,0.50084,0.18671,0,0.13462,0.2327
N125,0.75918,0.30852,0.21949,0.1563,0.57871,0.44877,0.21639,0,0.1615,0.20876
C063,0.07233,0.8824,0.82123,0.69211,0.90345,0.95661,0.65463,1,0.71553,0.84985
N575,0.53591,0.33506,0.19167,0.2271,0.56027,0.32755,0.16254,0,0.22667,0.20598
N698,0.60002,0.43231,0.2212,0.15297,0.54641,0.61599,0.12692,0,0.15777,0.27175
N665,0.71722,0.57931,0.25361,0.18955,0.63637,0.69329,0.08048,0,0.20216,0.3652
N051,0.49337,0.48412,0.19494,0.18823,0.39102,0.35289,0.1829,0,0.17454,0.28875
N727,0.62244,0.35343,0.14559,0.08005,0.42421,0.12157,0.11776,0,0.06956,0.18981
N800,0.73082,0.39758,0.23666,0.20121,0.27896,0.3635,0.13685,0,0.17739,0.26158
N354,0.73386,0.34281,0.15158,0.0684,0.41976,0.44714,0.14382,0,0.06245,0.18848
C153,0.05375,0.90004,0.93877,0.90078,0.81452,0.94429,0.52991,1,0.90942,0.91402
N143,0.52712,0.41253,0.36783,0.15777,0.70819,0.50703,0.17065,0,0.17512,0.33913
N471,0.48446,0.19804,0.0755,0.19323,0.4492,0.42251,0.11828,0,0.18547,0.0701
N654,0.77978,0.36733,0.20747,0.12877,0.51259,0.40007,0.09494,0,0.12836,0.22817
N400,0.83366,0.39817,0.25996,0.14007,0.60348,0.21397,0.14094,0,0.14469,0.27415
C154,0.03553,0.98246,0.7968,0.87579,0.69289,0.91082,0.78338,1,0.87407,0.89727
N938,0.58132,0.33566,0.26393,0.12019,0.53414,0.0654,0.23273,0,0.11727,0.24713
